idx,domain,doc,source,reference,target
460,social,test-en-social_112122127346453600,He just started vacuuming again.,방금 진공 청소기를 다시 돌렸어요.,그가 다시 청소기를 돌리기 시작했네.
461,social,test-en-social_112122127346453600,I hope it's a good sign.,좋은 징조였으면.,좋은 징조이면 좋겠다.
462,social,test-en-social_112122127346453600,Kitchen-floor fixer is gone!,주방 바닥 수리 기사는 떠났어요!,주방 바닥 수리공이 갔어요!
463,social,test-en-social_112122127346453600,"He told me he did a quote for the whole floor, but the landpeople cheaped out and only paid for the bit by the door where the integrity is gone.","그가 말하길, 바닥 전체에 대해 견적을 냈는데 집주인이 후려쳐서 문 옆 망가진 부분에 대해서만 비용을 냈다네요.","바닥 전체 견적을 냈다고 했는데, 건물주가 돈 아낀다고 문 근처 손상된 부분만 수리비를 줬대요."
464,social,test-en-social_112122127346453600,It feels a lot better.,기분이 훨씬 더 좋아졌어요.,그래도 훨씬 나아졌어요.
465,social,test-en-social_112122127346453600,Not the house is ventilating and my air purifier is running in the kitchen while I enjoy a cuppa in the garden!,집은 환기가 되지 않아 주방에서 공기 청정기를 가동하는 동안 정원에서 커피 한 잔을 즐기고 있답니다!,집 환기는 안 하고 공기청정기는 부엌에서 돌아가는 동안 정원에서 차 한 잔의 여유를 즐기고 있네요!
466,social,test-en-social_112166537145572640,"I’m using tailwind for a project, very begrudgingly",프로젝트를 위해서 정말 어쩔 수 없이 테일윈드를 쓰고 있어요.,억지로 테일윈드를 프로젝트에 사용하고 있어요.
467,social,test-en-social_112166537145572640,seems like learning css would be easier tbh,솔직이 CSS를 배우는 게 더 쉽겠어요.,솔직히 CSS 배우는 게 더 쉬울 것 같아.
468,social,test-en-social_112166537145572640,this is just a bit shit,좀 후진데,이건 좀 별로네요.
469,social,test-en-social_112166537145572640,i should stop tooting about this tbh but this tailwind component library pointing out how bad the default tailwind setup is is hilarious to me,솔직이 이거에 대해서 그만 이러쿵 저러쿵해야 할 것 같은데 이 테일윈드 구성요소 라이브러리가 디폴트 테일윈드 설정이 얼마나 엉망인지 지적하고 있다는게 난 너무 웃기더라고요.,"솔직히 이제 그만 자랑해야 하는데, 이 Tailwind 컴포넌트 라이브러리가 기본 Tailwind 설정이 얼마나 별로인지 지적하는 게 너무 웃겨."
470,social,test-en-social_112166537145572640,you know what has semantic class names? css and class names,뭐가 의미 분류 이름을 가지고 있는지 아나요? CSS와 분류 이름,시맨틱 클래스 이름을 뭐가 사용하는지 알아요? CSS랑 클래스 이름이요.
471,social,test-en-social_112166537145572640,don't even need a library for it or anything,그건 라이브러리든 뭐든 필요없어요,도서관이나 뭐 그런 거 필요 없어.
472,social,test-en-social_112166537145572640,the jokes write themselves,정말 웃기는 거죠.,농담이 절로 나오네.
473,social,test-en-social_112166537145572640,"“get simple, semantic classes simply by using these two libraries and a build tool”",“간단해요. 의미 분류는 그냥 이 두 개의 라이브러리를 이용해서 툴을 만드는거예요.”,이 두 라이브러리와 빌드 도구만 사용하여 간단한 의미론적 클래스를 얻을 수 있습니다.
474,social,test-en-social_112166537145572640,“brb just updating the padding on paragraphs boss”,"“바로 올게요. 문단에 패딩 업데이트 중이라서요, 보스”","단락 패딩 수정하고 올게요, 사장님"
475,social,test-en-social_112166537145572640,@user47 noooooOOOOooOoOooooo 🤣,@user47 noooooOOOOooOoOooooo 🤣,@user47 안돼애애애애애애애애 ㅋㅋㅋ
476,social,test-en-social_112166537145572640,"What is this, Bootstrap?!","이게 뭐죠, 부스트트랩?!","이게 뭐야, 부트스트랩?!"
477,social,test-en-social_112166537145572640,@user48 Bootstrap would be sweet relief over tailwind,@user48 부스트트랩은 테일윈드에 큰 위안이죠.,부트스트랩 쓰면 테일윈드보다 훨씬 편할 것 같은데요.
478,social,test-en-social_112270350852000848,Time to start smashing up our bedroom.,침실을 멋지게 꾸밀 시간이예요.,침실 부술 시간이야.
479,social,test-en-social_112270350852000848,Last room in the house that’s had nothing but quick bit of decorating done to it.,집에서 마지막 남은 방이예요. 빨리 대충 장식한 게 전부고요.,집에서 잠깐씩만 꾸며놓고 제대로 손댄 적 없는 마지막 방이네.
480,social,test-en-social_112270350852000848,Remove horrible electric fire and hearth.,끔찍한 전기 히터와 난로를 치워버립니다.,"흉물스러운 전기 벽난로와 난로 받침대를 철거하고,"
481,social,test-en-social_112270350852000848,"Box in chimney, replace blown plaster and skim.","연통 속에 상자, 엉망인 석회를 교체하고 걷어내죠.","굴뚝을 막고, 파손된 석고를 교체 및 미장하고,"
482,social,test-en-social_112270350852000848,Build custom wardrobe.,맞춤식 옷장을 설치하고요.,맞춤형 옷장을 제작합니다.
483,social,test-en-social_112270350852000848,We always start with a rough pencil sketch…,항상 대강 연필 스케치를 먼저해요...,항상 러프한 연필 스케치로 시작합니다…
484,social,test-en-social_112270350852000848,Got the messy stage out of the way.,엉망인 무대를 치워버리고요.,어수선한 단계는 끝났어요.
485,social,test-en-social_112270350852000848,Found a few dead bird at the back of the flue; very desiccated :(,연통 뒤에서 죽은 새가 몇 마리 나왔어요. 바싹 말랐네요 :(,연통 뒤쪽에서 말라비틀어진 새 몇 마리를 발견했어요. :(
486,social,test-en-social_112270350852000848,Ready for the plasterer next week,다음주에는 미장 작업을 할 수 있을 거예요.,다음 주 미장공 올 준비 됐어요.
487,social,test-en-social_112270350852000848,Pleased with the little side niche,작은 측면 틈새가 있어서 기분이 좋아요,작은 틈새 공간이 마음에 들어요.
488,social,test-en-social_112270350852000848,Insert new wardrobe here (not that we have even started on designing this yet 🙈),여기에 새 옷장을 끼워넣고요 (이건 아직 디자인도 시작하지 않았지만요 🙈),새 옷장 들어갈 자리 (아직 디자인 시작도 안 했지만요 🙈)
489,social,test-en-social_112270350852000848,"Ooo, look what we found behind the radiator!","으으, 라디에이터 뒤에서 뭘 찾았는지 좀 보세요!","오오, 라디에이터 뒤에서 뭘 찾았는지 봐!"
490,social,test-en-social_112270350852000848,And even remembered to add the cute little air vent to keep the chimney from getting damp,연통에 습기가 차지 않게 귀여운 작은 환기구를 만들어 줘야 한다는 게 기억났어요.,그리고 굴뚝에 습기 차는 걸 막으려고 귀여운 작은 환풍구도 달아 놓는 걸 잊지 않았네요.
491,social,test-en-social_112270350852000848,Sweep has done the capping and cowling.,캡이랑 고깔 쓸어주고요.,스위프가 덮개와 카울링 작업을 완료했습니다.
492,social,test-en-social_112270350852000848,Should be a bit safer for the rooks that like to nest up there 🪺,거기에 둥지트는 걸 좋아하는 떼까마귀가 좀 더 안전하겠죠,"이제 그 위에 둥지를 틀던 떼까마귀들이 좀 더 안전할 겁니다 <binary data, 1 bytes><binary data, 1 bytes><binary data, 1 bytes><binary data, 1 bytes>"
493,social,test-en-social_112270350852000848,Plasterer has finished.,미장 작업이 끝났어요.,미장 끝났습니다.
494,social,test-en-social_112270350852000848,We’ll lay the floor tomorrow!,내일 바닥을 깔 거예요!,내일 바닥 깔 거예요!
495,social,test-en-social_112270350852000848,"Cork underlay is down, fashioned a toilet-roll sawdust extractor accessory for the hoover 😂","코르크 언더레이 아래 놓고, 진공 청소기에 쓰려고 화장실 휴지로 먼지 빨아들이기 부속품을 만들었어요  😂","코르크 바닥재 깔았고, 청소기용 화장지 톱밥 흡입기 액세서리 만들었음 😂"
496,social,test-en-social_112270350852000848,Some floor sorted & ready to go down.,바닥재를 고르고 깔 준비가 되었는데요.,"일부 바닥 정리 완료, 이제 내려갈 준비됐어요."
497,social,test-en-social_112270350852000848,We’re just having a tea break,잠시 티타임을 가지는 중이죠.,잠깐 티타임 가지는 중입니다.
498,social,test-en-social_112270350852000848,Boo. Slow progress today due to super awkward cuts around the door jambs to get a seamless transition into the hallway (which is also getting laid).,이런. 복도로 자연스럽게 이어지게 하려던 문설주 주변의 컷팅이 너무나 이상해서 오늘 진행이 늦어지고 있어요 (복도도 늦어지네요).,"으휴. 문틀 주변을 매끄럽게 잘라내서 복도(여기도 바닥 깔고 있음)랑 자연스럽게 연결하려다 보니 오늘 진행이 엄청 더<binary data, 1 bytes><binary data, 1 bytes><binary data, 1 bytes>음."
499,social,test-en-social_112270350852000848,@user45@twitter.com has been cursing me,@user45@twitter.com이 저에게 욕을 해대고 있네요.,@user45@twitter.com 님이 계속 욕함 ㅋㅋ
500,social,test-en-social_112270350852000848,"Finished, but broken!",다 했는데 망함요!,"다 됐는데, 부서졌네!"
501,social,test-en-social_112270350852000848,The icing on the cake was the terrible assembly instructions for the new bed.,금상첨화로 새 침대 조립 설명서가 엉망이었죠.,새 침대 조립 설명서가 정말 최악이었어.
502,social,test-en-social_112270350852000848,We are gonna sleep well tonight!,오늘밤 꿀잠 잘 것 같아요!,오늘 밤 잠 잘 오겠다! (반어법)
503,social,test-en-social_112270350852000848,"Still to do; hallway floor, all the skirtings.","아직 복도 바닥, 전체 스커팅을 해야 해요.","해야 할 일: 복도 바닥, 모든 걸레받이."
504,social,test-en-social_112270350852000848,"Decorator is coming in a month, so it’s bare plaster chic for us for now",인테리어 업자는 한 달후에나 와요. 그래서 일단 멋진 석회 그대로인거죠.,한 달 후에 도배/페인트공이 오니까 지금은 빈 벽의 시크함을 즐겨야겠네요.
